nom	année	notes	adresse	horaires	sexe	year	page
Vrain (O.)	1878		Ecoles 18	Clin., b. St-Germain 93. Mar. Sam. 1 à 3.		1896	101
Vrain (Léon)	1885	Laur. de la Fac.	boul. St-Michel 20	L. Mer. Ven. 2 à 5.		1896	101
Wallich (V.)	1891	Ex-Int. des Hôp.	Lille 7	Lun. Mer. Ven. 3 à 5		1896	102
Walther C ✶	1855	CH. H. AGR., Méd. inpect. de la mar. en retraite	Haussmann 21	Mar. Jeu. Sam. 1 à 3		1896	102
Ward	1882		Chaptal 5			1896	102
Watelet	1871	Mal. des enfants	Duroc 13	1 à 3; exc. Mer-		1896	102
Waynbaum	1888		Richer 1	1 à 3		1896	102
Weber (Georges-Louis)	1884		boul. Péreire 181	Mar. Jeu. Sam. 4 à 5		1896	102
Weber (Alfr.)	1887	Anc. Int. des Hôpitaux	Cérisoles 6	L. Mer. Ven. 1 à 3		1896	102
Wéber (A.-S.)	1877		boul. Malesherbes 17	3 à 5		1896	102
Wecker (Louis de) O ✶	1861		av. d'Antin 31	4 à 6. Cons. grat., Cherche-Midi 55		1896	102
Weill ✶ O	1874	Méd. en chef de l'Hôp. Rothschild, Méd. du chemin de fer du Nord	St-Lazare 101	Mar. Jeu. Sam. 2 à 4		1896	102
Weil	1885		Châteaudun 28	M. J. S. 1 1/2 à 3		1896	102
Weill			Passy 8	Mar. Jeu. Sam. 1 à 3		1896	102
Weill (J.) ☩	1876	Mal. des femmes et des enfants	Montholon 34	2 à 4		1896	102
Weisgerber	1877		Milton 14	1 à 3. exc. D.		1896	102
Weisgerber	1879		Prony 62			1896	102
Weismann (Eug.)	1893	oreilles, nez, larynx	Général-Foy 36	L. M. V. 3 à 5		1896	102
Weiss (A.)			boul. St-Germain 119			1896	102
Welti	1894		Trévise 4	2 à 4, exc. Mar. V.		1896	102
Wickham (Rob.)	1850	Anc. Int. des Hôp.	Vignon 16			1896	102
Wickham (H.) ☩	1886	Anc. Ext. des Hôp. Hernies	Banque 16	Lun. Mer. Ven. 10 à 11		1896	102
Wickham (G.) ✶ O I G. C. ☩	1878	hernies	Banque 16	L. Mer. V. 1 à 5		1896	102
Wickham (L.)	1890	Mal. cutanées; Chef de Clin. à l'hôp. St-Louis	Matignon 36	Lun. Mer. Ven. 1 1/2 à 3		1896	102
Wickham (Edm.)	1885	Anc. Int. des Hôp.	Vignon 16	Lun. Mer. Ven. 1 à 3. Mar. Jeu. 5 à 6		1896	102
Wickersheimer ☩	1874		Duban 22	M. J. S. 1 à 3		1896	102
Wilhelm ☩	1877		av. de l'Observatoire 49	3 à 4e		1896	102
Willemin	1890	Ex-Int. des hôp. L'été à Vichy; à Paris	b. Malesherbes 66			1896	102
Willette	1877		Lepic 27	L. M. V. 1 à 2		1896	102
Wirbel (Ch.)	1891		Boulangers 23	1 à 3. L. et V. 8 à 9 soir		1896	102
Witkowski ✶ I	1872		Martyrs 22	Lun. Mer. V. 3 à 4		1896	102
Wladimir de Holstein	1887		av. de Wagram 29	1 à 3		1896	102
Worms (Jules) O ✶	1852	M. A. M. Med. honor. de l'hôp. Rothschild, Méd. de la Préf. 12	Pierre-Charron	Lun. Mer. Ven. 2 à 4		1896	102
Wouves (Rézard de) ✶	1849		Turin 23	midi à 2		1896	102
Wroztnowski			Barouillère 8	8 à 11		1896	102
Wuillamier	1882		Turenne 131	Lun. Mer. Ven. 2 à 3		1896	102
Wuillomenet	1880	Mal. des yeux	Rennes 95	Mar. Jeu. Sam. 4 à 6		1896	102
Wurtz (R.)	1889		St-Pères 67			1896	102
Ythier	1888		Sophie-Germain 5	1 à 3		1896	102
Yves	1863		Bausset 4	2 à 4		1896	102
Yvon	1882		pl. de la Bastille 7	Lun. Mer. Ven. midi à 2		1896	102
Zabé	1867	Mal. des femmes	Faub.-Poissonnière 29	2 à 4. exc. Jeu. Clin., pass. Saulnier 17, Mar. Jeu. Sam. 9 h. matin		1896	102
Zibelin	1881	Anc. Int. des Hôp. d'Amiens, Accouch., Mal. des enfants	Fg-St-Antoine 70-72	1 à 3 Mar. J. Sam. à 7 h. soir		1896	102
Zielinski (J.)	1894		Aven. du Trône 2	2 à 4. Mar. Ven. à 8 h. soir. Consult. gratuites. Dim. 8 à 10 matin		1896	102
Zigliara			Douai 41	2 à 4		1896	102
Adde Margras	1833		boul. Poissonnière 24	midi à 2		1896	105
Bontemps	1875		Chapelle 17	2 à 4		1896	105
Bourjeaurd (Frédéric)			Bastiat 7	2 à 5		1896	105
Cattiaux	1845		Belleville 99	matin 8 à 10 et 6 à 7		1896	105
Dacher		Méd. Homœop.	Bondy 24	1 à 3		1896	105
Danel (Mlle)	1876	✶	av. d'Orléans 110	Mar. Ven. 1 à 3	Mlle	1896	105
Gaillard	1878		Rivoli 182	10 à 5		1896	105
Hallier (Paul)	1878	✶ I	Vintimille 3	3 à 5		1896	105
Hoffmann	1863	✶	Lafayette 166	midi à 1		1896	105
Joannin	1851		Lancry 16	3 à 6		1896	105
Lavabre			Ramey 5	1 à 3		1896	105
Adam	1875	Dr	pl. St-Michel 1	12 à 4		1896	105
Aguilhon de Sarran	1872	Dr	Chaussée-d'Antin 18	11 à 4		1896	105
Arnold			N.-D.-de-Lorette 19			1896	105
Association de l'Ecole dentaire de France			Abbaye 3			1896	105
Bailly (G.)			Mogador 3	10 à 5		1896	105
Bert			Temple 172			1896	105
Bertaux (Paul.)			Pépinière 2	8 à 5		1896	105
Bertrand			Bergère 35	9 à 5		1896	105
Billebaut			Lafayette 92	1 à 4		1896	105
Bioux	1894		Rameau 6	9 à 5 et le Mar. 1 à 3		1896	105
Bonnard (Em.)			Lafayette 46	1 à 5, Matinées reservées aux rendez-vous		1896	105
Bruel			boul. Richard-Lenoir 138			1896	105
Bruneau	1887	Dr	St-Honoré 235	10 à 4		1896	105
Bureau			Wagram 32			1896	105
Capdepont	1894	Dr	Louvre 9	1 1/2 à 4		1896	105
Cecconi			Fontaine 47			1896	105
Charpentier			Ramey 65			1896	105
Chauvin Richard			Châteaudun 51	1 à 5		1896	105
Lenormand	1875		Turin 9	L. M. V. de 1 à 4		1896	105
Le Normand			La Rochefoucauld 43	Mar. J. S. 2 à 4		1896	105
Liskenne (H.)		Ocular.	Rivoli 68	9 à 3		1896	105
Loyal	1880		Bénard 1	Lun. Mer. Ven. 2 à 3		1896	105
Malesky (Mlle)	1885		q. Bourbon 49	1 à 3	Mlle	1896	105
Martin (Ant.)	1868		Vaugirard 21	2 à 5		1896	105
Mennesson et Ph.		✶ I	av. St-Ouen 78			1896	105
Moricert	1876		boul. Barbès 35	10 à 11 et 5 à 6		1896	105
Pincot			Didot 40			1896	105
Prud'homme (L.)	1878		boul. Magenta 45	11 à 5		1896	105
Roux	1853		Montorgueil 19	10 à 4		1896	105
Rouxel	1878		Ordener 112	1 à 3 et gratuites 3 à 4		1896	105
Clinique dentaire de Paris			Richer 23	gratuite de 9 à midi		1896	105
Cournaud (Fréd.)			St-Honoré 332	10 à 5		1896	105
Croès			cité Bergère 2	10 à 5		1896	105
Dalain Burt			Mogador 6	1 à 4		1896	105
D'Almen	1894		Rome 89	9 à 5		1896	105
Damain		✶ O ✚	Vivienne 10	10 à 4		1896	105
D'Argent			St-Honoré 245			1896	105
Delahaye (H.)	1894		Richer 23	9 à 12		1896	105
Delaunay			Rennes 49			1896	105
De Lémos			Argenteuil 21			1896	105
Didsburg	1882	Dr ✶	Meyerbeer 3	8 à 11		1896	105
Diviani			Chapon 17			1896	105
Drosner			Richer 2	Clin. gratuite 8 à 10 matin		1896	105
Dubois (Paul)			Amsterdam 2	1 à 5		1896	105
Ducournau		✶	Cambon 42	9 à 4		1896	105
Falloy (Eucher)			Turbigo 73			1896	105
Ferrier	1884	Dr	Boissy-d'Anglas 39	1 à 3 1/2		1896	105
Flaugergues (A. de)			place de la Bastille 7			1896	105
Francis (Jean)			Tronchet 32	1 à 5. Matinées réservées aux rendez-vous.		1896	106
Frantz			Faub.-St-Martin 150			1896	106
Gelinier			av. de l'Opéra 16			1896	106
Gillard			carr. l'Odéon 4	1 à 5		1896	106
Giraud	1880	Dr	Quatre-Septembre 1			1896	106
Godon	1879		boul. Haussmann 72	4 à 5		1896	106
Heidé	1882	Christiania ✶ +	boul. Haussmann 39	1 à 4		1896	106
Hugo			Turbigo 54			1896	106
Houbriet			Réaumur 68	10 à 12. Mar. Jeu. Sam. 2 à 5		1896	106
Jacowski et Moch	1882		Halévy 12	9 à 5		1896	106
Kahn		Dr	Scribe 3	11 à 4		1896	106
Lagrange (Mart.)		✶ +	Rennes 46	10 à 4		1896	106
Lecaudey (Emm.)	1859	✶	boul. Haussmann 17			1896	106
Legros			Condorcet 31			1896	106
Lemerle (Luc)	1894		av. de l'Opéra 35	10 à 5		1896	106
Loup			Louvre 42			1896	106
Lowenthal			boul Clichy 2	10 à 5		1896	106
Maleplate			Rivoli 12			1896	106
Marchandé	1879	Dr ✶	Castiglione 1	1 à 4		1896	106
Marion (G. de)	1894		Tronchet 21	12 à 4. Matinées réservées aux rendez-vous. Clin., Faub.-du-Temple 49, 4 à 6, Dim. et fêtes, 9 à 11 h. matin		1896	106
Martimer			St-Honoré 173			1896	106
Martinot (Mlle)			N.-D.-de-Lorette 8	9 à 5	Mlle	1896	106
Michaëls		✶ +	Royale 25	2 à 4		1896	106
Michaëls (H.)			Rivoli 25	Mar. Jeu. Sam. 2 à 5		1896	106
Moiroud (D.)	1881		Constantinople 45	1 à 5, exc. Mer.		1896	106
Nicod	1868		Verrerie 1	9 à 12 et 1 à 4. Jeu., fêtes et dim. exc.		1896	106
Papot (Edm.)		+	Ch.-d'Antin 44	2 à 5		1896	106
Adler			Meyerbeer 4	10 à 5		1896	106
Adler			av. de l'Opéra 16			1896	106
Alaux	1880		Fg-St-Honoré 157	10 à 6		1896	106
Allart			Monge 118	8 à 6		1896	106
Amoïdo	1884		av. de l'Opéra 15			1896	106
Anjubault		✶	av. de l'Opéra 26	1 à 3. Matinées réservées aux rendez-vous.		1896	106
Astier			Taitbout 27			1896	106
Barbe			Montmartre 21	10 à 4, exc. Lun.		1896	106
Barbier			Montorgueil 76	8 à 6		1896	106
Barclay			Paix 5			1896	106
Barié			Monceau 3	1 à 6		1896	106
Bazergue			Hermel 16			1896	106
Bazénerie			Rougemont 7	9 à 11, M. J. S. 12 à 6. Consult. particul.		1896	106
Beauregard	1877		Berne 27	1 à 4, exc. Ven.		1896	106
Paulme	1890		Montholon 36	1 à 5		1896	106
Pigis (A.)		✶	Blanche 53	10 à 4		1896	106
Pigneret			Demours 1			1896	106
Pitsch	1893	Dr	Mathurins 36	L. M. V. 1 à 4		1896	106
Poinsot	1864	+	Victoire 34	9 à 5		1896	106
Pomme de Mirimonde	1875	Dr	b. Magenta 62	10 à 12 et 2 à 5		1896	106
Potel			Laffitte 48	1 à 5		1896	106
Prest			boul. Voltaire 130	10 à 5		1896	106
Prével (A.)			St-Honoré 390			1896	106
Quenot		✶	boul. Malesherbes 4	10 à 5		1896	106
Quedot et Francis-Jean		Dr	Capucines 4	2 à 5		1896	106
Quincerot		✶ +	Cadet 11	1 à 4		1896	106
Ravel (W.)	1885	+	Drouot 27			1896	106
Rodier (H.)	1890	Dr	Monsigny 15	1 à 4		1896	106
Rollin		✶	Rivoli 138			1896	106
Ronnet			Quatre-Septembre 1	10 à 5		1896	106
Rousseau	1873	Dr +	Martyrs 57	11 à 5		1896	106
Roussel			boul. Haussmann 74	9 à 5		1896	106
Roy (M.)	1894	Dr	Rouget-de-l'Isle 5			1896	106
Saumur O		+	Oberkampf 46	9 à 5		1896	106
Saussine	1868		Chaussée-d'Antin 24	10 à 4		1896	106
Sautier	1891		Rivoli 38	9 à 5		1896	106
Stevenin	1894		Miromesnil 58	1 1/2 à 5. Matinées réservées aux rendez-vous.		1896	106
Testelin	1884	Dr	Châteaudun 59	10 à 5		1896	106
Touchard		✶	boul. Capucines 24	10 à 5		1896	106
Touvet-Fanton			boul. Sébastopol 42	2 à 6		1896	106
Tusseau			Caumartin 2	10 à 5		1896	106
Vacher			Sèvres 45	12 à 5, Exc. D. L.		1896	106
Viau			boul. Haussmann 47	1 à 4		1896	106
Willer			boul. Haussmann 48	9 à 5		1896	106
Zamkoff			boul. Magenta 85, et à Etampes (Seine-et-Oise)			1896	106
Berhard (H.)			St-Honoré 189	8 mat. à 8 soir. Dim. 8 à 5		1896	106
Bernstamm			Joubert 43	10 à 5		1896	106
Bey			Clignancourt 43			1896	106
Billet			boul. Courcelles 3			1896	106
Bing			Cambon 26	4 à 9 soir		1896	106
Blanleuil			Rocher 26			1896	106
Bloch			St-Honoré 277			1896	106
Bloch-Vauvray			Abbeville 17			1896	106
Blocmanfils	1880	✶	Pyramides 18	9 à 5		1896	106
Bogue			boul. Haussmann 74	9 à 5		1896	106
Boisgontier			Commerce 33			1896	106
Boivin			Châteaudun 18	1 à 5		1896	106
Boullu-Hénon fils			Caumartin 48			1896	106
Bour			Frochot 16			1896	106
Bousson C		+	St-Honoré 185	2 1/2 à 5		1896	106
Briglotti			av. de l'Opéra 7			1896	106
Brulant			Joubert 43	10 à 5		1896	107
Butlin	1881		Tilsitt 16			1896	107
Busquet			Monnaie 14	1 à 5		1896	107
Cassiau			Monge 85	10 à 6		1896	107
Chaigneau			Châteaudun 10 bis			1896	107
Chambarret			Madame 72	9 à 5		1896	107
Chandalos			Roquette 130	de 9 à 5		1896	107
Chery			Tronchet 16			1896	107
Choquet			av. des Ternes 53	de 10 à 5		1896	107
Claise			Dunkerque 13	de 9 à 5		1896	107
Clarke			Lafayette 1	de 9 à 6		1896	107
Clarke (Alf.)			Trezel 1	de 10 à 6		1896	107
Clinique dentaire de Paris			Richer 23	de 9 à 12. Gratuite		1896	107
Cointre			Monge 4	de 1 à 5		1896	107
Coblentz			Martyrs 26	de 1 à 5		1896	107
Cochat			Maubeuge 9	de 9 à 5		1896	107
Colin			boul. Malesherbes 121	de 9 à 5		1896	107
Davenport			av. de l'Opéra 30			1896	107
Davidson			av. de Clichy 86			1896	107
Delahaye		✶	boul. Magenta 79	9 à 7		1896	107
Delahaye (H.)	1894		Richer 23	9 à 12		1896	107
Delalain		✶ ✪	Richelieu 3	de 12 à 6		1896	107
De Mirimonde (Mlle)			f. St-Denis 209		Mlle	1896	107
Derivaux			Rivoli 154	de 10 à 4		1896	107
Deschaux			Ch.-d'Antin 56 bis	1 à 6		1896	107
Deville fils	1881		Rivoli 59	de 9 à 6		1896	107
Doron			Monge 17	de 9 à 5		1896	107
Douhet			Croix-des-Petits-Champs 36			1896	107
Duclos			Milton 4	de 9 à 5		1896	107
Dugit			Vingt-Neuf-Juillet 6	de 10 à 4		1896	107
Dugit (Max)			Ch.-d'Antin 60	10 à 5		1896	107
Dugos			boul. St-Germain 58			1896	107
Dugos et fils			b. Sébastopol 22	10 à 5		1896	107
Eilertsen	1888		b. Magenta 132	9 à 5		1896	107
Ellison		✪ ✚ ✚	Clichy 88	de 9 à 6		1896	107
Epeillon			Provence 69	de 9 à 5		1896	107
Fabien-St-Hilaire			Louvois 2	10 à 5		1896	107
Fabre			Beaurepaire 2	de 1 à 5		1896	107
Falcoz			Turbigo 19			1896	107
Feraggi			pl. de la Madeleine 11	9 à 5		1896	107
Fay (Frank)			Scribe 5	de 1 à 5		1896	107
Faye (C. de)			St-Lazare 117	de 10 à 5		1896	107
Felumb			av. de Villiers 95			1896	107
Figour			Cadet 12	de 10 à 5		1896	107
Fondeville et Maitrehomme			La Boetie 69			1896	107
Fouques			faub. St-Denis 230	de 9 à 6		1896	107
